tmdb_id,title,year,native_4k,mastering,hdr,dolby_vision,audio,tmdb_rating,cn_title,genre,date_added,has_local,emby_url
8202,Æon Flux,2005,0,Upscaled 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,5.6,魔力女战士,科幻/动作/惊悚,,0,
1084242,Zootopia 2,2025,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.7,疯狂动物城2,动画/冒险/喜剧/悬疑/家庭,2026-03-30,0,
269149,Zootopia,2016,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.8,疯狂动物城,动画/冒险/家庭/喜剧,,0,
338967,Zombieland: Double Tap,2019,0,Upscaled 4K,HDR10,"DTS: X, 7.1 DTS-HD MA",,6.9,丧尸乐园2,恐怖/喜剧,2026-07-06,0,
19908,Zombieland,2009,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.3,丧尸乐园,喜剧/恐怖,,0,
923,Zombi: Dawn of the Dead,1978,1,Native 4K,HDR10,5.1 DTS-HD-MA,,7.5,活死人黎明,恐怖/科幻,,0,
1949,Zodiac,2007,0,Upscaled 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.5,十二宫,犯罪/悬疑/惊悚,2026-08-28,0,
97630,Zero Dark Thirty,2012,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.0,猎杀本·拉登,惊悚/剧情,,0,
791373,Zack Snyder's Justice League,2021,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,8.1,扎克·施奈德版正义联盟,动作/冒险/奇幻,2025-03-23,0,
372058,Your Name.,2016,0,Upscaled 4K,HDR10,5.1 DTS-HD MA,,8.5,你的名字。,动画/爱情/剧情,2026-09-11,0,
667,You Only Live Twice,1967,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.6,007：雷霆谷,动作/惊悚/冒险,,0,
34106,You Can't Take It with You,1938,1,Native 4K,HDR10,Dolby Vision,Lossless Mono,7.5,浮生若梦,喜剧/爱情,,0,
14295,You Can Count on Me,2000,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.9,我办事你放心,剧情,,0,
515195,Yesterday,2019,1,Native 4K,HDR10+,"Dolby Atmos, True-HD 7.1",,6.7,昨日奇迹,喜剧/奇幻/音乐/爱情,,0,
47971,xXx: Return of Xander Cage,2017,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.1,极限特工3：终极回归,动作/冒险/犯罪,2025-03-23,0,
15668,Xanadu,1980,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,5.7,仙乐都,奇幻/科幻/爱情,,0,
36658,X2: X-Men United,2003,1,Native 4K,HDR10,5.1 DTS-HD-MA,,7.0,X战警2,冒险/动作/科幻,,0,
63590,X-Ray,1982,1,Native 4K,HDR10,DTS-HD MA 2.0 Mono,,5.2,医院大屠杀,恐怖/惊悚,,0,
36668,X-Men: The Last Stand,2006,0,Upscaled 4K,HDR10,DTS-HD MA 6.1,,6.4,X战警3：背水一战,冒险/动作/科幻,2026-03-27,0,
49538,X-Men: First Class,2011,0,Upscaled 4K,HDR10,5.1 DTS-HD-MA,,7.3,X战警：第一战,动作/科幻/冒险,2025-03-23,0,
127585,X-Men: Days of Future Past,2014,0,Upscaled 4K,HDR10,7.1 DTS-HD-MA,,7.5,X战警：逆转未来,动作/冒险/科幻,2026-03-27,0,
320288,X-Men: Dark Phoenix,2019,0,Upscaled 4K,HDR10+,"Dolby Atmos, True-HD 7.1",,6.0,X战警：黑凤凰,科幻/动作/冒险,,0,
246655,X-Men: Apocalypse,2016,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.5,X战警：天启,科幻/奇幻/动作,2026-03-27,0,
36668,X-Men- The Last Stand,2006,0,Upscaled 4K,HDR10,6.1 DTS-HD-MA,,6.4,X战警3：背水一战,冒险/动作/科幻,2026-03-27,0,
36657,X-Men,2000,1,Native 4K,HDR10,5.1 DTS-HD-MA,,7.0,X战警,冒险/动作/科幻,2026-03-27,0,
1316092,Wuthering Heights,2026,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.7,“呼啸山庄”,爱情/剧情,2026-08-28,0,
82690,Wreck-It Ralph,2012,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.4,无敌破坏王,N/A,,0,
57165,Wrath of the Titans,2012,0,Upscaled 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,5.8,诸神之怒,奇幻/冒险/动作,,0,
637649,Wrath of Man,2021,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.6,人之怒,惊悚/犯罪/剧情,,0,
72190,World War Z,2013,0,Upscaled 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.9,僵尸世界大战,动作/恐怖/科幻,,0,
787699,Wonka,2023,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.0,旺卡,喜剧/家庭/奇幻,,0,
402980,Wonders Of The Arctic,2014,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.2,北极奇观,纪录/冒险,2026-09-11,0,
537055,Wonder Woman Bloodlines,2019,0,Upscaled 4K,HDR10,5.1 DTS-HD-MA,,6.9,神奇女侠：血脉,科幻/动画,,0,
464052,Wonder Woman 1984,2020,1,Native 4K,HDR10+,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.3,神奇女侠1984,动作/冒险/奇幻,,0,
297762,Wonder Woman,2017,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.2,神奇女侠,动作/冒险/奇幻,2026-09-12,0,
406997,Wonder,2017,0,Upscaled 4K,HDR10,Dolby Vision,TrueHD 7.1 (No Atmos),8.1,奇迹男孩,家庭/剧情,2025-03-23,0,
710295,Wolf Man,2025,1,Native 4K,HDR10,Dolby Atmos,,6.1,狼人,恐怖/惊悚,,0,
110420,Wolf Children,2012,0,Upscaled 4K,HDR10,5.1 DTS-HD MA,,8.2,狼的孩子雨和雪,动画/家庭/剧情/奇幻,,0,
13446,Withnail and I,1987,1,Native 4K,HDR10,Dolby Vision,LPCM Mono,7.2,我与长指甲,喜剧/剧情,,0,
31965,Witchfinder General,1968,1,Native 4K,HDR10,Dolby Vision,2.0 DTS-HD MA,6.5,驱魔降邪,剧情/历史/恐怖,,0,
252,Willy Wonka & the Chocolate Factory,1971,1,Native 4K,HDR10,5.1 DTS-HD MA,,7.5,欢乐糖果屋,家庭/奇幻/喜剧,,0,
847,Willow,1988,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.0,风云际会,奇幻/冒险/动作,,0,
617,Wild Things,1998,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD-MA,6.4,玩尽杀绝,悬疑/惊悚/剧情,2026-03-23,0,
14243,Wild Style,1983,1,Native 4K,HDR10,Dolby Vision,LPCM Mono,6.1,狂野风格,剧情/音乐,,0,
228970,Wild,2014,0,Upscaled 4K,HDR10,5.1 DTS-HD-MA,,7.0,涉足荒野,剧情,,0,
401469,Widows,2018,1,Native 4K,HDR10+,"Dolby Atmos, True-HD 7.1",,6.5,以寡敌众,剧情/犯罪/惊悚,2026-09-11,0,
967941,Wicked: For Good,2025,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.6,魔法坏女巫2,奇幻/冒险/爱情,,0,
402431,Wicked,2024,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.9,魔法坏女巫,剧情/爱情/奇幻,,0,
356305,Why Him?,2016,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.4,为什么是他？,喜剧,,0,
856,Who Framed Roger Rabbit,1988,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.5,谁陷害了兔子罗杰,奇幻/动画/喜剧/犯罪,,0,
8697,Who Am I?,1998,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.2,我是谁,冒险/动作/喜剧/惊悚,,0,
13368,White Christmas,1954,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.2,银色圣诞,喜剧/音乐/爱情,,0,
244786,Whiplash,2014,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,8.4,爆裂鼓手,剧情/音乐/惊悚,,0,
853094,When the Screaming Starts,2021,1,Native 4K,HDR10+,5.1 DTS-HD MA,,5.3,连环杀手之家,恐怖/喜剧,,0,
2655,What Lies Beneath,2000,1,Native 4K,Dolby Vision,5.1 DTS-HD MA,,6.4,危机四伏,剧情/恐怖/悬疑/惊悚,2026-08-28,0,
6591,What Have You Done to Solange?,1972,1,Native 4K,HDR10,Lossless Mono,,6.7,索朗芝怎么了？,悬疑/惊悚/恐怖,,0,
63247,Westworld,2022,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.4,老师你好,喜剧/剧情,,0,
63247,Westworld,2020,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.4,老师你好,喜剧/剧情,,0,
63247,Westworld,2018,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.4,老师你好,喜剧/剧情,,0,
63247,Westworld,2016,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.4,老师你好,喜剧/剧情,,0,
2362,Westworld,1973,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.8,西部世界,冒险/科幻/西部,,0,
511809,West Side Story,2021,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.9,西区故事,剧情/爱情/犯罪,,0,
11596,Wes Craven's New Nightmare,1994,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.5,猛鬼街7：新的噩梦,恐怖/悬疑/奇幻,,0,
23160,Werckmeister Harmonies,2000,1,Native 4K,SDR,LPCM Mono,,7.9,鲸鱼马戏团,剧情,,0,
1759217,Welcome To Derry,2025,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",N/A,It: Welcome to Derry,恐怖/悬疑/剧情,,0,
928344,Weird: The Al Yankovic Story,2022,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.7,怪人：阿尔·杨科维克的故事,音乐/喜剧,,0,
568160,Weathering with You,2019,0,Upscaled 4K,HDR10,Dolby Vision,5.1 DTS-HD-MA,8.0,天气之子,动画/剧情/奇幻/爱情,,0,
1078605,Weapons,2025,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.3,凶器,恐怖/悬疑,,0,
8873,Wayne's World 2,1993,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.1,反斗智多星2,喜剧/音乐,,0,
8872,Wayne's World,1992,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.7,反斗智多星,喜剧/音乐,,0,
9804,Waterworld,1995,1,Native 4K,HDR10,"DTS:X, DTS-HD MA 7.1",,6.2,未来水世界,冒险/动作/科幻,,0,
1299652,Watchmen: Chapter II,2024,1,Native 4K,HDR10,5.1 DTS-HD MA,,7.3,守望者（下）,动画/悬疑/科幻/剧情,,0,
1155058,Watchmen: Chapter I,2024,1,Native 4K,HDR10,5.1 DTS-HD MA,,7.4,守望者（上）,动画/剧情/科幻,,0,
13183,Watchmen,2009,0,Upscaled 4K,HDR10,Dolby TrueHD 5.1,,7.4,守望者,悬疑/动作/科幻,2026-03-29,0,
59440,Warrior,2011,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.8,勇士,剧情/动作,,0,
82654,Warm Bodies,2013,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.5,温暖的尸体,恐怖/喜剧/爱情/动作/科幻,2026-09-11,0,
860,WarGames,1983,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.1,战争游戏,剧情/科幻/惊悚,,0,
1241436,Warfare,2025,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.1,战·争,战争/动作,,0,
68735,Warcraft,2016,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.4,魔兽,动作/冒险/奇幻,2025-03-23,0,
74,War of the Worlds,2005,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.6,世界之战,冒险/惊悚/科幻,2025-03-23,0,
281338,War for the Planet of the Apes,2017,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.2,猩球崛起3：终极之战,剧情/科幻/战争,,0,
308266,War Dogs,2016,0,Upscaled 4K,HDR10,5.1 DTS-HD MA,,7.0,军火贩,喜剧/犯罪/剧情,2026-09-11,0,
8909,Wanted,2008,0,Upscaled 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.5,通缉令,动作/惊悚/犯罪,2025-03-23,0,
10681,WALL•E,2008,0,Upscaled 4K,HDR10/HDR10+,Dolby Vision,"Dolby Atmos, True-HD 7.1",8.1,机器人总动员,动画/家庭/科幻,,0,
531,Wallace & Gromit: The Wrong Trousers,1993,0,Upscaled 4K,SDR,5.1 DTS-HD MA,,7.8,超级无敌掌门狗：引鹅入室,动画/喜剧/家庭,,0,
14447,Wallace & Gromit: A Matter of Loaf and Death,2008,0,Upscaled 4K,SDR,5.1 DTS-HD MA,,7.4,超级无敌掌门狗：面包与死亡事件,家庭/动画/喜剧/悬疑/爱情,,0,
530,Wallace & Gromit: A Grand Day Out,1989,0,Upscaled 4K,SDR,5.1 DTS-HD MA,,7.5,超级无敌掌门狗：月球野餐记,家庭/动画/喜剧/科幻/冒险,,0,
532,Wallace & Gromit: A Close Shave,1995,0,Upscaled 4K,SDR,5.1 DTS-HD MA,,7.6,超级无敌掌门狗：剃刀边缘,家庭/动画/喜剧,,0,
26405,Wake in Fright,1971,1,Native 4K,HDR10,Dolby Vision,LPCM Mono,7.2,内陆惊魂,剧情/惊悚,,0,
597890,Voyagers,2021,0,Upscaled 4K,HDR10,Dolby Vision,Dolby True-HD 5.1,6.0,太空异旅,科幻/惊悚,,0,
4497,Viridiana,1961,1,Native 4K,SDR,LPCM Mono,,7.7,维莉蒂安娜,剧情,,0,
899112,Violent Night,2022,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.2,暴力之夜,动作/喜剧/奇幻,,0,
23587,Vigilante,1982,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.2,街头黑帮,犯罪/动作/惊悚,,0,
624779,VFW,2019,1,Native 4K,HDR10,5.1 DTS-HD-MA,,5.8,爆裂老兵,动作/犯罪/恐怖/惊悚,,0,
426,Vertigo,1958,1,Native 4K,HDR10,"DTS:X, DTS-HD MA 7.1",,8.1,迷魂记,悬疑/爱情/惊悚,2025-03-23,0,
615433,Verdi: Il Trovatore,2020,1,Native 4K,HDR10,5.1 DTS-HD-MA,,N/A,游吟诗人,音乐,,0,
912649,Venom: The Last Dance,2024,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.7,毒液：最后一舞,科幻/动作/冒险,2026-09-11,0,
580489,Venom: Let There Be Carnage,2021,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.7,毒液2,科幻/动作/冒险,2026-03-27,0,
335983,Venom,2018,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.8,毒液：致命守护者,科幻/动作,2025-03-23,0,
14709,Varsity Blues,1999,1,Native 4K,HDR10,Dolby Vision,Dolby TrueHD 5.1,6.2,校园蓝调,喜剧/剧情/爱情,,0,
1903,Vanilla Sky,2001,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.8,香草的天空,悬疑/爱情/科幻,,0,
7131,Van Helsing,2004,0,Upscaled 4K,HDR10,"DTS:X, DTS-HD MA 7.1",,6.4,范海辛,恐怖/冒险/动作,2025-03-23,0,
9945,Vampires,1998,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.3,够僵行动,动作/奇幻/恐怖,,0,
339964,Valerian and the City of a Thousand Planets,2017,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.7,星际特工：千星之城,冒险/科幻/动作,2025-03-23,0,
296099,Vacation,2015,0,Upscaled 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.3,假期历险记,喜剧/冒险,,0,
752,V for Vendetta,2006,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.9,V字仇杀队,动作/惊悚/科幻,2026-03-29,0,
14475,Used Cars,1980,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.4,尔虞我诈,喜剧,,0,
458723,Us,2019,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.9,我们,恐怖/悬疑,2026-09-11,0,
500664,Upgrade,2018,0,Upscaled 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.5,升级,动作/惊悚/科幻,,0,
1232546,Until Dawn,2025,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.3,直到黎明,恐怖/悬疑,,0,
17494,Unlawful Entry,1992,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.3,危险第三情,惊悚/悬疑,,0,
9349,Universal Soldier,1992,1,Native 4K,HDR10+,Dolby Vision,5.1 DTS-HD-MA,6.3,再造战士,惊悚/动作/科幻,,0,
9829,United 93,2006,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.1,93航班,剧情/历史/惊悚,,0,
33,Unforgiven,1992,1,Native 4K,HDR10,5.1 DTS-HD-MA,,7.9,不可饶恕,西部,,0,
12437,Underworld: Rise of the Lycans,2009,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.5,黑夜传说3：狼族崛起,奇幻/动作/惊悚,,0,
834,Underworld: Evolution,2006,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.6,黑夜传说2：进化,奇幻/动作/惊悚,,0,
52520,Underworld: Awakening,2012,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.3,黑夜传说4：觉醒,奇幻/动作/恐怖,,0,
346672,Underworld - Blood Wars,2016,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,5.9,黑夜传说5：血战,奇幻/动作/惊悚/恐怖,,0,
277,Underworld,2003,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.9,黑夜传说,奇幻/动作/惊悚,,0,
8845,Under Siege,1992,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.3,潜龙轰天,动作/惊悚,,0,
473033,Uncut Gems,2019,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.2,原钻,剧情/惊悚/犯罪,,0,
9967,Uncommon Valor,1983,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.2,长驱直入,剧情/战争/动作,,0,
2616,Uncle Buck,1989,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD-MA,6.8,巴克叔叔,喜剧/剧情/家庭,,0,
335787,Uncharted,2022,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.9,神秘海域,动作/冒险/悬疑,2025-03-23,0,
9741,Unbreakable,2000,1,Native 4K,HDR10,5.1 DTS-HD-MA,Ultraman: The Complete Series (1966-1967),7.1,不死劫,惊悚/剧情/悬疑,,0,
3536,U-571,2000,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.6,猎杀U-571,战争/动作/冒险,,0,
817758,Tár,2022,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.1,塔尔,音乐/剧情,,0,
29514,Two Evil Eyes,1990,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.1,魔鬼双瞳,恐怖,,0,
718821,Twisters,2024,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.8,龙卷风,动作/惊悚,,0,
923667,Twilight of the Warriors: Walled In,2024,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.0,九龙城寨之围城,动作/犯罪/惊悚,,0,
575728,Turtle Odyssey,2018,1,Native 4K,HDR10,"DTS:X, DTS-HD 7.1",,7.0,龟女士的奥德赛,纪录,,0,
508947,Turning Red,2022,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.3,青春变形记,动画/家庭/喜剧/奇幻,,0,
36955,True Lies,1994,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.1,真实的谎言,动作/惊悚,2026-09-12,0,
652,Troy,2004,1,Native 4K,HDR10,Dolby Vision,7.1 DTS-HD MA,7.2,特洛伊,动作/冒险,,0,
7446,Tropic Thunder,2008,0,Upscaled 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.7,热带惊雷,动作/喜剧/战争,,0,
20526,TRON: Legacy,2010,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.5,创：战纪,冒险/动作/科幻,,0,
533533,TRON: Ares,2025,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.5,创：战神,科幻/冒险/动作,2026-05-06,0,
97,TRON,1982,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.6,电子世界争霸战,科幻/动作/冒险,,0,
446893,Trolls World Tour,2020,0,Upscaled 4K,HDR10+,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.2,魔发精灵2,家庭/动画/喜剧/奇幻/冒险/音乐,,0,
901362,Trolls Band Together,2023,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.2,魔发精灵3,动画/家庭/音乐/奇幻/喜剧/冒险,,0,
136799,Trolls,2016,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.6,魔发精灵,冒险/动画/喜剧/家庭/奇幻,,0,
25438,Trick or Treat,1986,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.1,魔界巨星,恐怖/音乐/惊悚,,0,
23202,Trick 'r Treat,2007,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.0,别惹小孩,恐怖/奇幻/喜剧,,0,
497828,Triangle of Sadness,2022,1,Native 4K,SDR,5.1 DTS-HD MA,,7.0,悲情三角,喜剧/剧情,2025-03-23,0,
9362,Tremors,1990,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD-MA,7.0,异形魔怪,喜剧/恐怖/科幻,,0,
13387,Transporter 3,2008,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.2,玩命快递3,动作/惊悚/犯罪,,0,
335988,Transformers: The Last Knight,2017,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.1,变形金刚5：最后的骑士,动作/冒险/科幻,2026-09-11,0,
667538,Transformers: Rise of the Beasts,2023,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.2,变形金刚：超能勇士崛起,科幻/冒险/动作,2025-03-23,0,
8373,Transformers: Revenge of the Fallen,2009,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.2,变形金刚2：卷土重来,科幻/动作/冒险,2025-03-23,0,
38356,Transformers: Dark of the Moon,2011,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.2,变形金刚3：月黑之时,动作/科幻/冒险,2026-09-11,0,
91314,Transformers: Age of Extinction,2014,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.0,变形金刚4：绝迹重生,科幻/动作/冒险,2026-09-11,0,
1857,Transformers,2007,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.1,变形金刚大电影,动画/科幻/动作/冒险/家庭,,0,
5677,Trancers,1984,1,Native 4K,HDR10,Dolby Vision,Dolby Digital 5.1,5.9,入侵异次元,科幻/犯罪,,0,
2034,Training Day,2001,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.5,训练日,动作/犯罪/剧情,,0,
581392,Train to Busan Presents: Peninsula,2020,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,6.7,釜山行2：半岛,恐怖/动作/惊悚/冒险,,0,
396535,Train to Busan,2016,0,Upscaled 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.7,釜山行,动作/恐怖/惊悚/冒险,,0,
1621,Trading Places,1983,1,Native 4K,HDR10,Dolby Vision,Dolby TrueHD 5.1,7.2,颠倒乾坤,喜剧,,0,
301528,Toy Story 4,2019,1,Native 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.5,玩具总动员4,家庭/喜剧/动画/冒险,2025-03-23,0,
10193,Toy Story 3,2010,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.8,玩具总动员3,动画/家庭/喜剧,2026-09-11,0,
863,Toy Story 2,1999,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,7.6,玩具总动员2,动画/喜剧/家庭,2026-09-11,0,
862,Toy Story,1995,0,Upscaled 4K,HDR10,"Dolby Atmos, True-HD 7.1",,8.0,玩具总动员,家庭/喜剧/动画/冒险,2026-09-11,0,
1480,Touch of Evil,1958,1,Native 4K,HDR10,Dolby Vision,DTS-HD Master Audio 2.0 Mono,7.7,历劫佳人,犯罪/惊悚/剧情,,0,
64635,Total Recall,2012,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.0,全面回忆,动作/科幻/惊悚,,0,
1126915,Tornado,2025,1,Native 4K,HDR10,5.1 DTS-HD-MA,,6.2,龙卷风,剧情/动作/西部,,0,
5780,Torn Curtain,1966,1,Native 4K,HDR10,2.0 DTS-HD MA,,6.6,冲破铁幕,惊悚,,0,
2370,Topaz,1969,1,Native 4K,HDR10,2.0 DTS-HD MA,,6.0,谍魂,剧情/惊悚,,0,
8764,Top Secret!,1984,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.1,笑破铁幕,喜剧,,0,
361743,Top Gun: Maverick,2022,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",8.2,Top Gun: Maverick,动作/剧情,2025-03-23,0,
744,Top Gun,1986,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.1,壮志凌云,动作/剧情/爱情,2025-03-23,0,
9576,Tootsie,1982,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",7.2,窈窕淑男,喜剧/爱情,,0,
11381,Tommy Boy,1995,1,Native 4K,HDR10,Dolby Vision,Dolby TrueHD 5.1,6.8,乌龙兄弟,喜剧,,0,
11326,Tommy,1975,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,6.5,冲破黑暗谷,剧情/音乐,,0,
11969,Tombstone,1993,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.6,墓碑镇,西部/动作,,0,
338970,Tomb Raider,2018,1,Native 4K,HDR10,Dolby Vision,"Dolby Atmos, True-HD 7.1",6.4,古墓丽影：源起之战,动作/冒险/奇幻,2025-03-23,0,
1242011,Together,2025,1,Native 4K,HDR10,5.1 DTS-HD MA,,6.9,同甘共苦,恐怖/爱情,,0,
9846,To Live and Die in L.A.,1985,1,Native 4K,HDR10,Dolby Vision,5.1 DTS-HD MA,7.1,威猛奇兵,犯罪/惊悚/动作,,0,
